"point_name","point_value","acc_lat","acc_long","grid_fromlat","grid_fromlong","grid_tolat","grid_tolong"
"BANYULE","1647","-37.732130784167495","145.07562265690203","-37.73203125","145.075","-37.7375","145.084375"
"BAYSIDE","1504","-37.93197843417946","145.0134404636477","-37.92890625","145.009375","-37.934374999999996","145.01875"
"BOROONDARA","2892","-37.82053178789693","145.06013344512633","-37.81953125","145.05625","-37.824999999999996","145.065625"
"BRIMBANK","3163","-37.754745662078605","144.80746803393322","-37.75390625","144.803125","-37.759375","144.8125"
"DANDENONG","3600","-37.9796768201202","145.1900444370006","-37.978125","145.1875","-37.98359375","145.196875"
"DAREBIN","2571","-37.74147879760858","145.00912407730792","-37.7375","145","-37.742968749999996","145.009375"
"GLEN EIRA","2221","-37.89679402818102","145.0395842412472","-37.89609375","145.0375","-37.9015625","145.046875"
"HOBSONS BAY","1321","-37.84808859109316","144.83357290371495","-37.846875","144.8312499999999","-37.852343749999996","144.840625"
"KINGSTON","2597","-37.98673969876487","145.0938735182459","-37.98359375","145.09375","-37.989062499999996","145.103125"
"KNOX","2380","-37.882151904359915","145.25836986721538","-37.8796875","145.253125","-37.88515625","145.26250000000002"
"MANNINGHAM","1357","-37.77451285424986","145.15305248891391","-37.7703124999999","145.15","-37.775781249999994","145.159375"
"MARIBYRNONG","1410","-37.79696343952193","144.88341239031104","-37.7921875","144.8781249999999","-37.797656249999996","144.8875"
"MAROONDAH","1726","-37.80970239373835","145.25957308021918","-37.80859375","145.253125","-37.8140625","145.26250000000002"
"MELBOURNE","6253","-37.812636779204446","144.96015942581576","-37.80859375","144.953125","-37.8140625","144.9625"
"MONASH","2962","-37.89670238392402","145.1367800593297","-37.89609375","145.13125","-37.9015625","145.140625"
"MOONEE VALLEY","1643","-37.75318577949715","144.90554316400613","-37.7484375","144.896875","-37.75390625","144.90625"
"MORELAND","3017","-37.7409403898932","144.95272477814652","-37.7375","144.94375","-37.742968749999996","144.953125"
"NILLUMBIK","763","-37.66685743437097","145.1825369968651","-37.66640625","145.178125","-37.671875","145.1875"
"PORT PHILLIP","2224","-37.85285529872358","144.97124367338765","-37.85234375","144.9625","-37.8578125","144.971875"
"STONNINGTON","2291","-37.85522099268743","145.024716071335","-37.85234375","145.01875","-37.8578125","145.02812500000002"
"WHITEHORSE","2183","-37.82781992260051","145.15072765246845","-37.825","145.15","-37.83046875","145.159375"
"YARRA","2432","-37.80475800644144","144.99139499939486","-37.803125","144.990625","-37.80859375","145"
