"point_name","point_value","acc_lat","acc_long","grid_fromlat","grid_fromlong","grid_tolat","grid_tolong"
"MELBOURNE","6253","-37.812636779204446","144.96015942581576","-37.8125","144.9601249999999","-37.8128125","144.96068749999998"
