"point_name","point_value","acc_lat","acc_long","grid_fromlat","grid_fromlong","grid_tolat","grid_tolong"
"MARIBYRNONG","1410","-37.79696343952193","144.88341239031104","-37.795","144.88","-37.800000000000004","144.889375"
"MELBOURNE","6253","-37.812636779204446","144.96015942581576","-37.81","144.9549999999999","-37.815000000000005","144.964375"
"PORT PHILLIP","2224","-37.85285529872358","144.97124367338765","-37.85","144.964375","-37.855000000000004","144.97375"
"STONNINGTON","2291","-37.85522099268743","145.024716071335","-37.855","145.020625","-37.86","145.03"
"YARRA","2432","-37.80475800644144","144.99139499939486","-37.8","144.983125","-37.805","144.9925"
