"point_name","point_value","acc_lat","acc_long","grid_fromlat","grid_fromlong","grid_tolat","grid_tolong"
"Severity","30","-38.702396835277085","143.19170346879977","-38.6875","142.6875","-39","143.25"
"Severity","398","-38.73915324466457","143.53159977781658","-38.6875","143.25","-39","143.8125"
"Severity","9","-38.69194968137808","143.82901720955206","-38.6875","143.8125","-39","144.375"
"Severity","56","-38.734196747954485","145.91117788375246","-38.6875","145.5","-39","146.0625"
"Severity","104","-38.78654502873125","146.16903278544103","-38.6875","146.0625","-39","146.625"
"Severity","3","-38.38835335312347","141.55288617690488","-38.375","141","-38.6875","141.5625"
"Severity","18","-38.38306567880064","141.6044379622329","-38.375","141.5625","-38.6875","142.125"
"Severity","796","-38.38401457701916","142.48618922889963","-38.375","142.125","-38.6875","142.6875"
"Severity","408","-38.505019724361624","142.99626154657832","-38.375","142.6875","-38.6875","143.25"
"Severity","425","-38.54085119095796","143.56739193845397","-38.375","143.25","-38.6875","143.8125"
"Severity","671","-38.49208255471483","144.01131478508447","-38.375","143.8125","-38.6875","144.375"
"Severity","454","-38.397790134989876","144.8608492259179","-38.375","144.375","-38.6875","144.9375"
"Severity","828","-38.46533262812362","145.24056469643162","-38.375","144.9375","-38.6875","145.5"
"Severity","1580","-38.51926704680229","145.76387755700867","-38.375","145.5","-38.6875","146.0625"
"Severity","602","-38.53039644709481","146.25708762215316","-38.375","146.0625","-38.6875","146.625"
"Severity","198","-38.518160865308914","146.75127249330347","-38.375","146.625","-38.6875","147.1875"
"Severity","2","-38.37674583143212","147.190711992398","-38.375","147.1875","-38.6875","147.75"
"Severity","99","-38.23663550524036","141.42555364486643","-38.0625","141","-38.375","141.5625"
"Severity","539","-38.28435964683762","141.65246423744975","-38.0625","141.5625","-38.375","142.125"
"Severity","783","-38.31952850492935","142.43639804607176","-38.0625","142.125","-38.375","142.6875"
"Severity","473","-38.23410142868059","142.99210766302798","-38.0625","142.6875","-38.375","143.25"
"Severity","533","-38.31780807332486","143.59423661012713","-38.0625","143.25","-38.375","143.8125"
"Severity","6672","-38.16197606061932","144.3213093261812","-38.0625","143.8125","-38.375","144.375"
"Severity","3233","-38.254718754010206","144.63115047394038","-38.0625","144.375","-38.375","144.9375"
"Severity","14280","-38.164521962715604","145.1889502059731","-38.0625","144.9375","-38.375","145.5"
"Severity","2575","-38.1754162450475","145.78791386977164","-38.0625","145.5","-38.375","146.0625"
"Severity","3393","-38.21404749454707","146.38572798513184","-38.0625","146.0625","-38.375","146.625"
"Severity","1037","-38.14868490010486","146.96442009966307","-38.0625","146.625","-38.375","147.1875"
"Severity","55","-38.2052905373141","147.33719402295515","-38.0625","147.1875","-38.375","147.75"
"Severity","104","-37.93257694732109","141.25587339770098","-37.75","141","-38.0625","141.5625"
"Severity","156","-37.86699721464874","141.93000867370597","-37.75","141.5625","-38.0625","142.125"
"Severity","123","-37.89617412986236","142.35991150845334","-37.75","142.125","-38.0625","142.6875"
"Severity","75","-37.969252714625675","142.99534676246705","-37.75","142.6875","-38.0625","143.25"
"Severity","200","-37.91260058531494","143.57376317736254","-37.75","143.25","-38.0625","143.8125"
"Severity","589","-37.94666272080787","144.18884508295488","-37.75","143.8125","-38.0625","144.375"
"Severity","20776","-37.81937998423364","144.81006345862022","-37.75","144.375","-38.0625","144.9375"
"Severity","102820","-37.87024122493504","145.10612941326983","-37.75","144.9375","-38.0625","145.5"
"Severity","2017","-37.89079530730661","145.6935861206545","-37.75","145.5","-38.0625","146.0625"
"Severity","499","-37.9398064584027","146.311756307833","-37.75","146.0625","-38.0625","146.625"
"Severity","734","-37.94294419066059","146.92315380468727","-37.75","146.625","-38.0625","147.1875"
"Severity","900","-37.84576487399177","147.59668686746463","-37.75","147.1875","-38.0625","147.75"
"Severity","462","-37.8483033770788","147.96840246372744","-37.75","147.75","-38.0625","148.3125"
"Severity","38","-37.76723812033422","148.4848391177346","-37.75","148.3125","-38.0625","148.875"
"Severity","3","-37.77243815657069","149.3131290945157","-37.75","148.875","-38.0625","149.4375"
"Severity","130","-37.585006088250346","141.35381229003028","-37.4375","141","-37.75","141.5625"
"Severity","356","-37.694533653327944","141.96789432925533","-37.4375","141.5625","-37.75","142.125"
"Severity","129","-37.62044142775264","142.4217040241527","-37.4375","142.125","-37.75","142.6875"
"Severity","119","-37.65113538878175","142.93064492705136","-37.4375","142.6875","-37.75","143.25"
"Severity","950","-37.57667573771766","143.68741890125537","-37.4375","143.25","-37.75","143.8125"
"Severity","4606","-37.56745134595646","143.90027970132203","-37.4375","143.8125","-37.75","144.375"
"Severity","15167","-37.68218258651086","144.79709101826225","-37.4375","144.375","-37.75","144.9375"
"Severity","19929","-37.68442641630313","145.05913133187948","-37.4375","144.9375","-37.75","145.5"
"Severity","1239","-37.61717851065806","145.66920021567242","-37.4375","145.5","-37.75","146.0625"
"Severity","217","-37.57658753138827","146.28689318686594","-37.4375","146.0625","-37.75","146.625"
"Severity","92","-37.629946447092806","146.92791013538402","-37.4375","146.625","-37.75","147.1875"
"Severity","120","-37.618493743675174","147.4422844903544","-37.4375","147.1875","-37.75","147.75"
"Severity","252","-37.620142784746726","147.94746138901863","-37.4375","147.75","-37.75","148.3125"
"Severity","189","-37.66941922472506","148.56546418008574","-37.4375","148.3125","-37.75","148.875"
"Severity","172","-37.57441528737078","149.08799240398042","-37.4375","148.875","-37.75","149.4375"
"Severity","96","-37.501565627114836","149.6196739738119","-37.4375","149.4375","-37.75","150"
"Severity","43","-37.27027400564722","141.30535389491945","-37.125","141","-37.4375","141.5625"
"Severity","66","-37.26525529790428","141.81630645108243","-37.125","141.5625","-37.4375","142.125"
"Severity","175","-37.19317524164612","142.49319898867117","-37.125","142.125","-37.4375","142.6875"
"Severity","404","-37.2782008633339","142.9643144365916","-37.125","142.6875","-37.4375","143.25"
"Severity","481","-37.3051837532049","143.58995659112907","-37.125","143.25","-37.4375","143.8125"
"Severity","782","-37.31753193019849","144.13313315258898","-37.125","143.8125","-37.4375","144.375"
"Severity","1387","-37.31602879914775","144.60581051806946","-37.125","144.375","-37.4375","144.9375"
"Severity","1678","-37.303073875187636","145.11476576693545","-37.125","144.9375","-37.4375","145.5"
"Severity","571","-37.26643477267417","145.77486917618717","-37.125","145.5","-37.4375","146.0625"
"Severity","298","-37.24745408670271","146.24191519221975","-37.125","146.0625","-37.4375","146.625"
"Severity","40","-37.31520325635292","147.03954109773696","-37.125","146.625","-37.4375","147.1875"
"Severity","97","-37.27601178011191","147.56556860077885","-37.125","147.1875","-37.4375","147.75"
"Severity","70","-37.354935164080466","147.92780445315768","-37.125","147.75","-37.4375","148.3125"
"Severity","54","-37.28232348066193","148.671923234449","-37.125","148.3125","-37.4375","148.875"
"Severity","83","-37.334164050873014","149.16346506054708","-37.125","148.875","-37.4375","149.4375"
"Severity","10","-37.41904512130595","149.65499727625092","-37.125","149.4375","-37.4375","150"
"Severity","70","-36.990256956965275","141.19459232580775","-36.8125","141","-37.125","141.5625"
"Severity","44","-36.9166126386785","141.78001199027938","-36.8125","141.5625","-37.125","142.125"
"Severity","192","-36.96861880462211","142.44235725499763","-36.8125","142.125","-37.125","142.6875"
"Severity","210","-37.04406225443796","142.8073247978581","-36.8125","142.6875","-37.125","143.25"
"Severity","524","-37.02364618094952","143.67603987701796","-36.8125","143.25","-37.125","143.8125"
"Severity","1231","-36.98453694322767","144.18737340368526","-36.8125","143.8125","-37.125","144.375"
"Severity","445","-36.942957022512175","144.65635802392876","-36.8125","144.375","-37.125","144.9375"
"Severity","854","-36.98858066396089","145.171864278194","-36.8125","144.9375","-37.125","145.5"
"Severity","519","-36.960196976410295","145.79773652916248","-36.8125","145.5","-37.125","146.0625"
"Severity","382","-36.995361713493665","146.23717531865378","-36.8125","146.0625","-37.125","146.625"
"Severity","252","-36.960373864473645","147.00502605244407","-36.8125","146.625","-37.125","147.1875"
"Severity","260","-36.98689669535355","147.44814111299243","-36.8125","147.1875","-37.125","147.75"
"Severity","24","-36.90340139622649","147.94690707265477","-36.8125","147.75","-37.125","148.3125"
"Severity","26","-36.99206642270052","148.47834364773604","-36.8125","148.3125","-37.125","148.875"
"Severity","30","-36.74303641413635","141.34360538931594","-36.5","141","-36.8125","141.5625"
"Severity","132","-36.65870152609746","141.94908615452516","-36.5","141.5625","-36.8125","142.125"
"Severity","657","-36.70742004435408","142.23653018411008","-36.5","142.125","-36.8125","142.6875"
"Severity","59","-36.65570966049409","143.07565152554466","-36.5","142.6875","-36.8125","143.25"
"Severity","222","-36.645580580666525","143.48187518927818","-36.5","143.25","-36.8125","143.8125"
"Severity","3714","-36.74955118030724","144.2577839996244","-36.5","143.8125","-36.8125","144.375"
"Severity","400","-36.67861559667699","144.58819627224474","-36.5","144.375","-36.8125","144.9375"
"Severity","628","-36.6622135985085","145.21446308217398","-36.5","144.9375","-36.8125","145.5"
"Severity","742","-36.620480064930405","145.84791159424458","-36.5","145.5","-36.8125","146.0625"
"Severity","272","-36.6271718004606","146.313440249228","-36.5","146.0625","-36.8125","146.625"
"Severity","652","-36.65766379271431","146.90180163675473","-36.5","146.625","-36.8125","147.1875"
"Severity","132","-36.653136585661706","147.32950722035818","-36.5","147.1875","-36.8125","147.75"
"Severity","15","-36.63706493881284","147.9677379474568","-36.5","147.75","-36.8125","148.3125"
"Severity","110","-36.360323577001424","141.3318335287399","-36.1875","141","-36.5","141.5625"
"Severity","158","-36.374847692294516","141.87050219102522","-36.1875","141.5625","-36.5","142.125"
"Severity","104","-36.28509415330784","142.40026283289384","-36.1875","142.125","-36.5","142.6875"
"Severity","76","-36.34726518050479","142.996770542325","-36.1875","142.6875","-36.5","143.25"
"Severity","112","-36.34917289099793","143.5684666307215","-36.1875","143.25","-36.5","143.8125"
"Severity","87","-36.318953726585605","144.05207732589048","-36.1875","143.8125","-36.5","144.375"
"Severity","346","-36.34713271790325","144.68332246414744","-36.1875","144.375","-36.5","144.9375"
"Severity","3200","-36.375608263658165","145.33299555367256","-36.1875","144.9375","-36.5","145.5"
"Severity","263","-36.36333286960208","145.71884596479694","-36.1875","145.5","-36.5","146.0625"
"Severity","1033","-36.367656707934685","146.33244359867663","-36.1875","146.0625","-36.5","146.625"
"Severity","573","-36.328597199218194","146.8700241536289","-36.1875","146.625","-36.5","147.1875"
"Severity","133","-36.34450864878758","147.31893136807446","-36.1875","147.1875","-36.5","147.75"
"Severity","51","-36.250869463210975","147.8954941392973","-36.1875","147.75","-36.5","148.3125"
"Severity","12","-36.0483536815936","141.28869320843327","-35.875","141","-36.1875","141.5625"
"Severity","41","-36.01858719175558","141.94194024996088","-35.875","141.5625","-36.1875","142.125"
"Severity","57","-36.06387106607782","142.41397605504488","-35.875","142.125","-36.1875","142.6875"
"Severity","64","-36.04681451350519","143.0372536150259","-35.875","142.6875","-36.1875","143.25"
"Severity","63","-36.09264708223807","143.5844631382913","-35.875","143.25","-36.1875","143.8125"
"Severity","144","-35.99168495008292","144.10648545342724","-35.875","143.8125","-36.1875","144.375"
"Severity","694","-36.1242664571489","144.727362391266","-35.875","144.375","-36.1875","144.9375"
"Severity","455","-36.04168247366564","145.31018298505094","-35.875","144.9375","-36.1875","145.5"
"Severity","726","-36.00625960397689","145.74026617977816","-35.875","145.5","-36.1875","146.0625"
"Severity","326","-36.07749135875748","146.44200448346803","-35.875","146.0625","-36.1875","146.625"
"Severity","1237","-36.120352415594965","146.87784223661043","-35.875","146.625","-36.1875","147.1875"
"Severity","178","-36.10388628207206","147.42893947289596","-35.875","147.1875","-36.1875","147.75"
"Severity","40","-36.10036003608962","147.91450400962023","-35.875","147.75","-36.1875","148.3125"
"Severity","24","-35.76639586105992","141.953194390654","-35.5625","141.5625","-35.875","142.125"
"Severity","34","-35.68964530212521","142.51273883820596","-35.5625","142.125","-35.875","142.6875"
"Severity","71","-35.709513351376586","142.990775748466","-35.5625","142.6875","-35.875","143.25"
"Severity","58","-35.73096237192151","143.6015282229271","-35.5625","143.25","-35.875","143.8125"
"Severity","380","-35.7420287753495","144.0300043197044","-35.5625","143.8125","-35.875","144.375"
"Severity","7","-35.855482460161255","145.43306368206166","-35.5625","144.9375","-35.875","145.5"
"Severity","45","-35.848316794490856","145.55587626112583","-35.5625","145.5","-35.875","146.0625"
"Severity","51","-35.31712727778205","141.2592489070337","-35.25","141","-35.5625","141.5625"
"Severity","2","-35.33251118772069","142.1115173988301","-35.25","141.5625","-35.5625","142.125"
"Severity","14","-35.39275895754162","142.34945565632987","-35.25","142.125","-35.5625","142.6875"
"Severity","44","-35.45524482708677","142.95678707407257","-35.25","142.6875","-35.5625","143.25"
"Severity","461","-35.36588500989885","143.55223119451415","-35.25","143.25","-35.5625","143.8125"
"Severity","18","-35.53390928713032","143.93626822390846","-35.25","143.8125","-35.5625","144.375"
"Severity","35","-35.2198437789607","141.21646532528487","-34.9375","141","-35.25","141.5625"
"Severity","30","-35.16847822634855","141.85143564259758","-34.9375","141.5625","-35.25","142.125"
"Severity","75","-35.079396339029785","142.37909271848906","-34.9375","142.125","-35.25","142.6875"
"Severity","25","-35.09390282796003","142.93746999017927","-34.9375","142.6875","-35.25","143.25"
"Severity","74","-35.143113045087084","143.37600605774347","-34.9375","143.25","-35.25","143.8125"
"Severity","11","-34.739579466732785","141.84833574250774","-34.625","141.5625","-34.9375","142.125"
"Severity","52","-34.79345227056048","142.40382150295756","-34.625","142.125","-34.9375","142.6875"
"Severity","102","-34.71703412641962","142.93420884238918","-34.625","142.6875","-34.9375","143.25"
"Severity","20","-34.88187710395692","143.29482913336628","-34.625","143.25","-34.9375","143.8125"
"Severity","3","-34.40271549037373","141.53086952013777","-34.3125","141","-34.625","141.5625"
"Severity","35","-34.434594815878725","141.92167526853916","-34.3125","141.5625","-34.625","142.125"
"Severity","121","-34.439102982370144","142.26288874140488","-34.3125","142.125","-34.625","142.6875"
"Severity","71","-34.60103816872678","142.77993254889876","-34.3125","142.6875","-34.625","143.25"
"Severity","32","-34.24167377442676","141.25670191648052","-34","141","-34.3125","141.5625"
"Severity","298","-34.20597940731127","142.0528612824173","-34","141.5625","-34.3125","142.125"
"Severity","1331","-34.21067666165078","142.1601646756664","-34","142.125","-34.3125","142.6875"
