"point_name","point_value","acc_lat","acc_long","grid_fromlat","grid_fromlong","grid_tolat","grid_tolong"
"Total","13","-38.702396835277085","143.19170346879977","-38.6875","142.6875","-39","143.25"
"Total","159","-38.73915324466457","143.53159977781658","-38.6875","143.25","-39","143.8125"
"Total","3","-38.69194968137808","143.82901720955206","-38.6875","143.8125","-39","144.375"
"Total","22","-38.734196747954485","145.91117788375246","-38.6875","145.5","-39","146.0625"
"Total","43","-38.78654502873125","146.16903278544103","-38.6875","146.0625","-39","146.625"
"Total","1","-38.38835335312347","141.55288617690488","-38.375","141","-38.6875","141.5625"
"Total","7","-38.38306567880064","141.6044379622329","-38.375","141.5625","-38.6875","142.125"
"Total","324","-38.38401457701916","142.48618922889963","-38.375","142.125","-38.6875","142.6875"
"Total","162","-38.505019724361624","142.99626154657832","-38.375","142.6875","-38.6875","143.25"
"Total","163","-38.54085119095796","143.56739193845397","-38.375","143.25","-38.6875","143.8125"
"Total","268","-38.49208255471483","144.01131478508447","-38.375","143.8125","-38.6875","144.375"
"Total","182","-38.397790134989876","144.8608492259179","-38.375","144.375","-38.6875","144.9375"
"Total","333","-38.46533262812362","145.24056469643162","-38.375","144.9375","-38.6875","145.5"
"Total","646","-38.51926704680229","145.76387755700867","-38.375","145.5","-38.6875","146.0625"
"Total","247","-38.53039644709481","146.25708762215316","-38.375","146.0625","-38.6875","146.625"
"Total","80","-38.518160865308914","146.75127249330347","-38.375","146.625","-38.6875","147.1875"
"Total","1","-38.37674583143212","147.190711992398","-38.375","147.1875","-38.6875","147.75"
"Total","38","-38.23663550524036","141.42555364486643","-38.0625","141","-38.375","141.5625"
"Total","222","-38.28435964683762","141.65246423744975","-38.0625","141.5625","-38.375","142.125"
"Total","310","-38.31952850492935","142.43639804607176","-38.0625","142.125","-38.375","142.6875"
"Total","184","-38.23410142868059","142.99210766302798","-38.0625","142.6875","-38.375","143.25"
"Total","213","-38.31780807332486","143.59423661012713","-38.0625","143.25","-38.375","143.8125"
"Total","2774","-38.16197606061932","144.3213093261812","-38.0625","143.8125","-38.375","144.375"
"Total","1322","-38.254718754010206","144.63115047394038","-38.0625","144.375","-38.375","144.9375"
"Total","5827","-38.164521962715604","145.1889502059731","-38.0625","144.9375","-38.375","145.5"
"Total","1024","-38.1754162450475","145.78791386977164","-38.0625","145.5","-38.375","146.0625"
"Total","1398","-38.21404749454707","146.38572798513184","-38.0625","146.0625","-38.375","146.625"
"Total","419","-38.14868490010486","146.96442009966307","-38.0625","146.625","-38.375","147.1875"
"Total","21","-38.2052905373141","147.33719402295515","-38.0625","147.1875","-38.375","147.75"
"Total","44","-37.93257694732109","141.25587339770098","-37.75","141","-38.0625","141.5625"
"Total","64","-37.86699721464874","141.93000867370597","-37.75","141.5625","-38.0625","142.125"
"Total","45","-37.89617412986236","142.35991150845334","-37.75","142.125","-38.0625","142.6875"
"Total","28","-37.969252714625675","142.99534676246705","-37.75","142.6875","-38.0625","143.25"
"Total","77","-37.91260058531494","143.57376317736254","-37.75","143.25","-38.0625","143.8125"
"Total","232","-37.94666272080787","144.18884508295488","-37.75","143.8125","-38.0625","144.375"
"Total","8557","-37.81937998423364","144.81006345862022","-37.75","144.375","-38.0625","144.9375"
"Total","43206","-37.87024122493504","145.10612941326983","-37.75","144.9375","-38.0625","145.5"
"Total","804","-37.89079530730661","145.6935861206545","-37.75","145.5","-38.0625","146.0625"
"Total","201","-37.9398064584027","146.311756307833","-37.75","146.0625","-38.0625","146.625"
"Total","293","-37.94294419066059","146.92315380468727","-37.75","146.625","-38.0625","147.1875"
"Total","359","-37.84576487399177","147.59668686746463","-37.75","147.1875","-38.0625","147.75"
"Total","182","-37.8483033770788","147.96840246372744","-37.75","147.75","-38.0625","148.3125"
"Total","15","-37.76723812033422","148.4848391177346","-37.75","148.3125","-38.0625","148.875"
"Total","1","-37.77243815657069","149.3131290945157","-37.75","148.875","-38.0625","149.4375"
"Total","49","-37.585006088250346","141.35381229003028","-37.4375","141","-37.75","141.5625"
"Total","148","-37.694533653327944","141.96789432925533","-37.4375","141.5625","-37.75","142.125"
"Total","45","-37.62044142775264","142.4217040241527","-37.4375","142.125","-37.75","142.6875"
"Total","43","-37.65113538878175","142.93064492705136","-37.4375","142.6875","-37.75","143.25"
"Total","375","-37.57667573771766","143.68741890125537","-37.4375","143.25","-37.75","143.8125"
