"point_name","point_value","acc_lat","acc_long","grid_fromlat","grid_fromlong","grid_tolat","grid_tolong"
"MARIBYRNONG","1410","-37.79696343952193","144.88341239031104","-37.79625","144.88234375","-37.7975","144.88468749999998"
"MELBOURNE","6253","-37.812636779204446","144.96015942581576","-37.8125","144.9596875","-37.81375","144.96203125"
"PORT PHILLIP","2224","-37.85285529872358","144.97124367338765","-37.8525","144.9690625","-37.85375","144.97140625"
"STONNINGTON","2291","-37.85522099268743","145.024716071335","-37.855","145.02296875","-37.856249999999996","145.02531249999998"
"YARRA","2432","-37.80475800644144","144.99139499939486","-37.80375","144.99015625","-37.805","144.9925"
